"","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","ActivityLocation.SourceMapScaleNumeric","ActivityLocation.HorizontalAccuracyMeasure.MeasureValue","ActivityLocation.HorizontalAccuracyMeasure.MeasureUnitCode","ActivityLocation.HorizontalCollectionMethodName","ActivityLocation.HorizontalCoordinateReferenceSystemDatumName","AssemblageSampledName","CollectionDuration.MeasureValue","CollectionDuration.MeasureUnitCode","SamplingComponentName","SamplingComponentPlaceInSeriesNumeric","ReachLengthMeasure.MeasureValue","ReachLengthMeasure.MeasureUnitCode","ReachWidthMeasure.MeasureValue","ReachWidthMeasure.MeasureUnitCode","PassCount","NetTypeName","NetSurfaceAreaMeasure.MeasureValue","NetSurfaceAreaMeasure.MeasureUnitCode","NetMeshSizeMeasure.MeasureValue","NetMeshSizeMeasure.MeasureUnitCode","BoatSpeedMeasure.MeasureValue","BoatSpeedMeasure.MeasureUnitCode","CurrentSpeedMeasure.MeasureValue","CurrentSpeedMeasure.MeasureUnitCode","ToxicityTestType","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodQualifierTypeName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","SampleCollectionMethod.SampleCollectionEquipmentCommentText","SamplePreparationMethod.MethodIdentifier","SamplePreparationMethod.MethodIdentifierContext","SamplePreparationMethod.MethodName","SamplePreparationMethod.MethodQualifierTypeName","SamplePreparationMethod.MethodDescriptionText","SampleContainerTypeName","SampleContainerColorName","ChemicalPreservativeUsedName","ThermalPreservativeUsedName","SampleTransportStorageDescription","DataLoggerLine","ResultDetectionConditionText","MethodSpecificationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","PrecisionValue","DataQuality.BiasValue","ConfidenceIntervalValue","UpperConfidenceLimitValue","LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","ResultSamplingPointName","BiologicalIntentName","BiologicalIndividualIdentifier","SubjectTaxonomicName","UnidentifiedSpeciesIdentifier","SampleTissueAnatomyName","GroupSummaryCountWeight.MeasureValue","GroupSummaryCountWeight.MeasureUnitCode","CellFormName","CellShapeName","HabitName","VoltismName","TaxonomicPollutionTolerance","TaxonomicPollutionToleranceScaleText","TrophicLevelName","FunctionalFeedingGroupName","TaxonomicDetailsCitation.ResourceTitleName","TaxonomicDetailsCitation.ResourceCreatorName","TaxonomicDetailsCitation.ResourceSubjectText","TaxonomicDetailsCitation.ResourcePublisherName","TaxonomicDetailsCitation.ResourceDate","TaxonomicDetailsCitation.ResourceIdentifier","FrequencyClassDescriptorCode","FrequencyClassDescriptorUnitCode","LowerClassBoundValue","UpperClassBoundValue","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodQualifierTypeName","MethodDescriptionText","LaboratoryName","AnalysisStartDate","AnalysisStartTime.Time","AnalysisStartTime.TimeZoneCode","AnalysisEndDate","AnalysisEndTime.Time","AnalysisEndTime.TimeZoneCode","ResultLaboratoryCommentCode","ResultLaboratoryCommentText","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LaboratoryAccreditationIndicator","LaboratoryAccreditationAuthorityName","TaxonomistAccreditationIndicator","TaxonomistAccreditationAuthorityName","LabSamplePreparationMethod.MethodIdentifier","LabSamplePreparationMethod.MethodIdentifierContext","LabSamplePreparationMethod.MethodName","LabSamplePreparationMethod.MethodQualifierTypeName","LabSamplePreparationMethod.MethodDescriptionText","PreparationStartDate","PreparationStartTime.Time","PreparationStartTime.TimeZoneCode","PreparationEndDate","PreparationEndTime.Time","PreparationEndTime.TimeZoneCode","SubstitutionDilutionFactorNumeric","ProviderName"
"193245","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","PCB-83/99","Total","2630","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193246","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',4-Trichlorobiphenyl","Total","5.5","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-17.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193247","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',3,3',4,5',6-Heptachlorobiphenyl","Total","121","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-175.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193248","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',3,3',4,5',6'-Heptachlorobiphenyl","Total","1070","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-177.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193249","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","PCB-147/149","Total","3810","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193250","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,3,3',4,4',6-Hexachlorobiphenyl","Total","544","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-158.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193251","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","PCB-18/30","Total","34.5","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193252","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',3,4,4',5,6'-Heptachlorobiphenyl","Total","44.8","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-182.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193253","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","Not Detected","","PCB-12/13","Total","","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","Lower Quantitation Limit",2,"ng/kg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193254","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","PCB-129/138/160/163","Total","8640","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193255","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',3,3',4,4',5,5'-Octachlorobiphenyl","Total","730","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-194.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193256","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',3,3',4,4',5,6-Octachlorobiphenyl","Total","210","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-195.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193257","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',5,5'-Tetrachlorobiphenyl","Total","660","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-52.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193258","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","Not Detected","","2-Chlorobiphenyl","Total","","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-1.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","Lower Quantitation Limit",2,"ng/kg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193259","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","Not Detected","","2,6-Dichlorobiphenyl","Total","","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-10.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","Lower Quantitation Limit",2,"ng/kg","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193260","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","","","2,2',4,5',6-Pentachlorobiphenyl","Total","18.7","ng/kg","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: PCB-103.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1668A","USEPA","Chlorinated Biphenyl Congeners in Water, Soil, Sediment, and Tissue by HRGC/HRMS  single-lab QC",NA,"","AXYS",NA,"","",NA,NA,NA,"","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193261","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","Not Detected","","Arsenic ion (5+)","Total","","ug/g","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: Arsenate.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1632","USEPA","Inorganic Arsenic in Water by Hydride Generation Quartz Furnace",NA,"https://www.nemi.gov/methods/method_summary/5354/","BAT-S",NA,"","",NA,NA,NA,"","","Lower Quantitation Limit",0.1,"ug/g","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"193262","OST_SHPD","USEPA, Office of Water, Office of Science and Technology, Standards and Health Protection Division","OST_SHPD-UT021476BS","Sample-Composite With Parents","Tissue","",2002-10-08,"","",NA,"","","",NA,"","",NA,"",NA,"","USEPANLFTS","Utah Department of Environmental Quality","OST_SHPD-1476","","","","",40.2025,-111.8073,NA,NA,NA,"","","",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NLFTS","USEPA","National Lake Fish Tissue Study SOP",NA,"","Otter Trawl","","","","",NA,"","","",NA,"","","","Not Detected","","Methylarsonic acid","Total","","ug/g","","Final","","Actual","Wet","","","",NA,NA,NA,NA,NA,"Characteristic name appeared in the study as: Monomethylarsonic Acid.",NA,NA,"","",NA,"Tissue",NA,"Ameiurus melas","","Whole Fish, Homog., Skin On",NA,"","","","",NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1632","USEPA","Inorganic Arsenic in Water by Hydride Generation Quartz Furnace",NA,"https://www.nemi.gov/methods/method_summary/5354/","BAT-S",NA,"","",NA,NA,NA,"","","Lower Quantitation Limit",0.05,"ug/g","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
